geoid,name,state,type,geoid_type,cdbg_fy25
72035,Cayey Municipio,PR,Metro City,county,565543
72041,Cidra Municipio,PR,Metro City,county,548514
72053,Fajardo Municipio,PR,Metro City,county,486517
72057,Guayama Municipio,PR,Principal City,county,341844
72061,Guaynabo Municipio,PR,Principal City,county,881466
72069,Humacao Municipio,PR,Metro City,county,710340
72071,Isabela Municipio,PR,Principal City,county,681763
72075,Juana Diaz Municipio,PR,Metro City,county,729473
72091,Manati Municipio,PR,Metro City,county,674562
72097,Mayaguez Municipio,PR,Principal City,county,1316963
72113,Ponce Municipio,PR,Principal City,county,2362953
72119,Rio Grande Municipio,PR,Metro City,county,637034
72125,San German Municipio,PR,Principal City,county,541078
72127,San Juan Municipio,PR,Principal City,county,7031753
72131,San Sebastian Municipio,PR,Metro City,county,694475
72135,Toa Alta Municipio,PR,Metro City,county,813782
72137,Toa Baja Municipio,PR,Metro City,county,1004618
72139,Trujillo Alto Municipio,PR,Metro City,county,779368
72145,Vega Baja Municipio,PR,Metro City,county,900819
72153,Yauco Municipio,PR,Metro City,county,511111
