Jurisdiction,State,lat,lon,Outcome,CDBG ($),Adjustment ($),Net homes added
Brick Township,NJ,40.061773,-74.109557,Exempt — other screens,290827,0,-54.0
Bridgeton,NJ,39.429192,-75.228595,Exempt — other screens,331652,0,301.0
Burlington County,NJ,39.875786,-74.663006,Gains funding,1594333,124103,1060.0
Camden,NJ,39.936787,-75.106644,Exempt — other screens,2380231,0,-628.0
Camden County,NJ,39.802407,-74.961249,Exempt — other screens,2577208,0,551.0
Cherry Hill,NJ,39.904611,-74.997,Gains funding,407498,76218,651.0
Clifton,NJ,40.862137,-74.160393,Gains funding,1261206,64042,547.0
East Orange,NJ,40.765055,-74.211655,Gains funding,1405027,0,-28.0
Edison,NJ,40.504396,-74.348843,Gains funding,671667,136747,1168.0
Elizabeth,NJ,40.666367,-74.193503,Gains funding,1679231,4215,36.0
Essex County,NJ,40.7874,-74.246292,Gains funding,5216482,51866,443.0
Ewing Township,NJ,40.263344,-74.798704,Loses funding,278056,-27806,104.0
Franklin Township,NJ,41.108997,-74.588641,Exempt — other screens,348012,0,-71.0
Gloucester County,NJ,39.722875,-75.145679,Loses funding,1400984,-140098,385.0
Gloucester Twp,NJ,39.891694,-75.116692,Gains funding,312318,0,-88.0
Hamilton,NJ,40.206266,-74.675274,Gains funding,603600,70364,601.0
Hoboken,NJ,40.745251,-74.027926,Gains funding,1053789,32079,274.0
Hudson County,NJ,40.731375,-74.078601,Gains funding,2052540,62286,532.0
Irvington,NJ,40.723859,-74.232522,Gains funding,1098955,114619,979.0
Jersey,NJ,40.711417,-74.06476,Gains funding,4321335,303818,2595.0
Lakewood Township,NJ,40.093975,-74.211478,Gains funding,1660999,21542,184.0
Long Branch,NJ,40.295372,-73.989899,Gains funding,430460,0,-44.0
Middlesex County,NJ,40.439621,-74.40743,Gains funding,1778781,0,-726.0
Middletown,NJ,40.404786,-74.071404,Gains funding,262196,0,-49.0
Millville,NJ,39.390093,-75.054797,Exempt — other screens,279713,0,320.0
Monmouth County,NJ,40.287048,-74.152446,Gains funding,2528455,109585,936.0
Morris County,NJ,40.858896,-74.547292,Loses funding,1853121,-185312,278.0
New Brunswick,NJ,40.486677,-74.444414,Loses funding,815209,-81521,-217.0
Newark,NJ,40.72422,-74.172574,Loses funding,6743865,-674386,-58.0
North Bergen Township,NJ,40.793644,-74.025027,Gains funding,741207,0,-65.0
Ocean,NJ,39.269523,-74.599797,Exempt — other screens,269952,0,286.0
Ocean County,NJ,39.865669,-74.258864,Loses funding,1369138,-136914,216.0
Old Bridge Township,NJ,40.395367,-74.331185,Gains funding,360622,0,-124.0
Parsippany-Troyhills Twp,NJ,40.859636,-74.423348,Gains funding,247701,47651,407.0
Passaic,NJ,40.857552,-74.129089,Gains funding,1276682,78911,674.0
Passaic County,NJ,41.036655,-74.299408,Gains funding,996962,0,-373.0
Paterson,NJ,40.914766,-74.162829,Gains funding,2644414,0,-13.0
Perth Amboy,NJ,40.52016,-74.271331,Gains funding,687972,0,-69.0
Piscataway Township,NJ,40.545539,-74.46072,Gains funding,278453,16625,142.0
Princeton,NJ,40.358244,-74.666728,Loses funding,185428,-18543,169.0
Sayreville,NJ,40.466945,-74.320192,Gains funding,227914,40626,347.0
Somerset County,NJ,40.565527,-74.619938,Gains funding,1157043,67554,577.0
Toms River Township,NJ,39.994856,-74.187754,Gains funding,405264,85818,733.0
Trenton,NJ,40.223841,-74.763624,Loses funding,2527173,-252717,-1358.0
Union,NJ,40.767425,-74.032279,Loses funding,1090426,-109043,-34.0
Union County,NJ,40.659871,-74.308696,Gains funding,4410172,110522,944.0
Union Township,NJ,40.695266,-74.269078,Gains funding,611899,15923,136.0
Vineland,NJ,39.465007,-74.997115,Exempt — other screens,431508,0,-325.0
Wayne Township,NJ,40.945855,-74.245077,Gains funding,170556,0,-458.0
Woodbridge,NJ,40.552857,-74.286939,Gains funding,636236,18498,158.0
Albuquerque,NM,35.10478,-106.646809,Exempt — other screens,4395720,0,1317.0
Farmington,NM,36.753833,-108.18053,Exempt — recent disaster,461761,0,568.0
Las Cruces,NM,32.326444,-106.789695,Exempt — other screens,1163202,0,614.0
Rio Rancho,NM,35.28507,-106.698867,Exempt — recent disaster,493138,0,1268.0
Santa Fe,NM,35.661981,-105.981815,Loses funding,633475,-63348,1079.0
Albany,NY,42.665745,-73.798353,Exempt — other screens,3043143,0,-301.0
Amherst,NY,43.011639,-78.757148,Exempt — recent disaster,625669,0,504.0
Auburn,NY,42.9338,-76.567181,Exempt — other screens,813992,0,243.0
Babylon Town,NY,40.693679,-73.326,Exempt — recent disaster,1118673,0,-24.0
Binghamton,NY,42.101331,-75.909369,Exempt — recent disaster,1790607,0,622.0
Brookhaven Town,NY,40.776671,-72.907833,Exempt — recent disaster,2169136,0,-175.0
Buffalo,NY,42.892492,-78.859686,Exempt — recent disaster,13103636,0,317.0
Cheektowaga Town,NY,42.909004,-78.750763,Exempt — recent disaster,956973,0,-32.0
Colonie Town,NY,42.720873,-73.831736,Exempt — other screens,369706,0,35.0
Dunkirk,NY,42.480551,-79.332898,Exempt — recent disaster,433336,0,-132.0
Dutchess County,NY,41.754825,-73.740014,Exempt — recent disaster,1497550,0,497.0
Elmira,NY,42.093388,-76.80961,Exempt — other screens,1095403,0,-9.0
Erie County,NY,42.752759,-78.778192,Exempt — recent disaster,2994630,0,-51.0
Glen Falls,NY,43.31116,-73.645286,Gains funding,469459,12176,104.0
Greece,NY,43.209517,-77.702642,Exempt — other screens,554086,0,-5.0
Hamburg Town,NY,42.723357,-78.834804,Exempt — recent disaster,445160,0,388.0
Huntington Town,NY,40.875389,-73.405761,Exempt — recent disaster,821950,0,1.0
Irondequoit,NY,43.209811,-77.572056,Exempt — other screens,899321,0,45.0
Islip Town,NY,40.730319,-73.216113,Exempt — recent disaster,1758897,0,15.0
Ithaca,NY,42.443937,-76.503055,Gains funding,680918,67437,576.0
Jamestown,NY,42.097603,-79.236135,Exempt — recent disaster,1105265,0,373.0
Kingston,NY,41.930124,-73.996782,Exempt — other screens,712928,0,172.0
Kiryas Joel village,NY,41.340667,-74.167274,Exempt — recent disaster,750045,0,701.0
Middletown,NY,41.444922,-74.423573,Exempt — recent disaster,426960,0,-385.0
Monroe County,NY,43.250347,-77.700518,Exempt — other screens,1842072,0,529.0
Mount Vernon,NY,40.913105,-73.829317,Exempt — recent disaster,1548930,0,-810.0
Nassau County,NY,40.729612,-73.589414,Exempt — recent disaster,13259692,0,932.0
New Rochelle,NY,40.923243,-73.779344,Exempt — recent disaster,1385726,0,654.0
New York,NY,40.662712,-73.938677,Exempt — recent disaster,170159554,0,28590.0
Newburgh,NY,41.503249,-74.01964,Exempt — recent disaster,808151,0,170.0
Niagara Falls,NY,43.092841,-79.014743,Exempt — recent disaster,2150047,0,90.0
Onondaga County,NY,43.006516,-76.196134,Exempt — other screens,2272403,0,873.0
Orange County,NY,41.40241,-74.306252,Exempt — recent disaster,1645340,0,722.0
Poughkeepsie,NY,41.694595,-73.919869,Exempt — recent disaster,840397,0,36.0
Rochester,NY,43.169927,-77.616891,Exempt — other screens,8068072,0,1228.0
Rockland County,NY,41.154628,-74.024662,Exempt — recent disaster,2691786,0,369.0
Rome,NY,43.226002,-75.489523,Exempt — recent disaster,945127,0,48.0
Saratoga Springs,NY,43.067704,-73.778142,Loses funding,323737,-32374,36.0
Schenectady,NY,42.802641,-73.9272,Exempt — other screens,2050241,0,75.0
Suffolk County,NY,40.943554,-72.692218,Exempt — recent disaster,1297836,0,389.0
Syracuse,NY,43.040998,-76.143554,Exempt — other screens,4795536,0,-554.0
Tonawanda Town,NY,43.011935,-78.883443,Exempt — recent disaster,1592983,0,144.0
Troy,NY,42.735812,-73.675321,Exempt — other screens,1725397,0,-248.0
Union Town,NY,42.125983,-76.032176,Exempt — recent disaster,1253674,0,-60.0
Utica,NY,43.096382,-75.225983,Exempt — recent disaster,2320311,0,16.0
Watertown,NY,43.973292,-75.910039,Exempt — recent disaster,860088,0,192.0
Westchester County,NY,41.152686,-73.745753,Exempt — recent disaster,4646543,0,-20.0
White Plains,NY,41.0238,-73.751048,Exempt — recent disaster,892382,0,1204.0
Yonkers,NY,40.945862,-73.867446,Exempt — recent disaster,3248745,0,1155.0
Asheville,NC,35.570972,-82.552725,Exempt — recent disaster,972202,0,904.0
Burlington,NC,36.076128,-79.4683,Exempt — recent disaster,481204,0,593.0
Cary,NC,35.781302,-78.823444,Exempt — recent disaster,734151,0,1161.0
Chapel Hill,NC,35.928328,-79.041375,Exempt — recent disaster,415188,0,376.0
Charlotte,NC,35.209045,-80.83099,Exempt — recent disaster,5741754,0,8470.0
Concord,NC,35.392094,-80.63551,Exempt — recent disaster,560220,0,649.0
Cumberland County,NC,35.050192,-78.828719,Exempt — recent disaster,909877,0,-62.0
Durham,NC,35.977928,-78.898109,Exempt — recent disaster,1936725,0,3973.0
Fayetteville,NC,35.082766,-78.973515,Exempt — recent disaster,1748202,0,676.0
Gastonia,NC,35.248796,-81.186436,Exempt — recent disaster,567471,0,616.0
Goldsboro,NC,35.378226,-77.971869,Exempt — recent disaster,337814,0,320.0
Greensboro,NC,36.09485,-79.823624,Exempt — recent disaster,2489554,0,2100.0
Greenville,NC,35.596431,-77.375256,Exempt — recent disaster,855949,0,1433.0
Hickory,NC,35.739671,-81.320237,Exempt — recent disaster,331589,0,627.0
High Point,NC,35.990803,-79.992713,Exempt — recent disaster,841549,0,141.0
Jacksonville,NC,34.72973,-77.393661,Exempt — recent disaster,422910,0,-351.0
Kannapolis,NC,35.479281,-80.638032,Exempt — recent disaster,380894,0,1426.0
Lenoir,NC,35.907679,-81.524827,Exempt — recent disaster,136612,0,445.0
Mecklenburg County,NC,35.246862,-80.833832,Exempt — recent disaster,1022878,0,2868.0
Mooresville,NC,35.583717,-80.827755,Exempt — recent disaster,234527,0,88.0
Morganton,NC,35.740848,-81.700292,Exempt — recent disaster,212470,0,219.0
New Bern,NC,35.096688,-77.072641,Exempt — recent disaster,260903,0,502.0
Raleigh,NC,35.831868,-78.641042,Exempt — recent disaster,2851817,0,6653.0
Rocky Mount,NC,35.968514,-77.808294,Exempt — recent disaster,501884,0,-183.0
Salisbury,NC,35.666161,-80.492629,Exempt — recent disaster,342969,0,114.0
Union County,NC,34.99182,-80.530426,Exempt — recent disaster,801607,0,2075.0
Wake County,NC,35.789846,-78.650624,Exempt — recent disaster,2178737,0,6250.0
Wilmington,NC,34.209225,-77.885767,Exempt — recent disaster,871503,0,1648.0
Winston-Salem,NC,36.102863,-80.260829,Exempt — recent disaster,2029462,0,1829.0
Bismarck,ND,46.814583,-100.770089,Exempt — other screens,389924,0,509.0
Fargo,ND,46.8647,-96.82908,Exempt — recent disaster,874861,0,630.0
Grand Forks,ND,47.919595,-97.087328,Exempt — recent disaster,441773,0,232.0
Minot,ND,48.236125,-101.277533,Exempt — recent disaster,315990,0,166.0
Akron,OH,41.080456,-81.521429,Exempt — other screens,5830829,0,238.0
Alliance,OH,40.911171,-81.119827,Exempt — other screens,619064,0,-157.0
Barberton,OH,41.006903,-81.60439,Exempt — other screens,661601,0,-94.0
Bowling Green,OH,41.377677,-83.649584,Exempt — other screens,284964,0,-21.0
Butler County,OH,39.439747,-84.565734,Exempt — other screens,1318153,0,180.0
Canton,OH,40.80765,-81.367228,Exempt — other screens,2536505,0,-443.0
Cincinnati,OH,39.140183,-84.505829,Exempt — other screens,11063082,0,678.0
Clermont County,OH,39.052054,-84.149485,Exempt — other screens,1002763,0,875.0
Cleveland,OH,41.478462,-81.679435,Exempt — other screens,19463970,0,599.0
Cleveland Heights,OH,41.511075,-81.561766,Exempt — other screens,1566683,0,-482.0
Columbus,OH,39.983938,-82.984882,Exempt — recent disaster,7527430,0,5114.0
Cuyahoga County,OH,41.555037,-81.604957,Exempt — other screens,4227608,0,-673.0
Cuyahoga Falls,OH,41.182881,-81.553008,Exempt — other screens,669676,0,-119.0
Dayton,OH,39.784743,-84.199632,Exempt — other screens,5277784,0,695.0
Delaware County,OH,40.278941,-83.007462,Exempt — recent disaster,407782,0,2054.0
East Cleveland,OH,41.530657,-81.578516,Exempt — other screens,937765,0,301.0
Elyria,OH,41.372778,-82.108009,Exempt — other screens,728601,0,-201.0
Euclid,OH,41.592154,-81.519678,Exempt — other screens,998865,0,210.0
Fairborn,OH,39.799578,-84.008482,Exempt — other screens,265003,0,56.0
Franklin County,OH,39.969875,-83.009086,Exempt — other screens,2026554,0,1601.0
Hamilton,OH,39.394328,-84.565522,Exempt — other screens,1279648,0,-286.0
Hamilton County,OH,39.196927,-84.544187,Exempt — other screens,3798710,0,222.0
Kent,OH,41.147561,-81.361965,Exempt — other screens,264952,0,-259.0
Kettering,OH,39.695991,-84.150437,Exempt — other screens,509132,0,-289.0
Lake County,OH,41.778142,-81.19733,Exempt — other screens,1352458,0,186.0
Lakewood,OH,41.483258,-81.801143,Exempt — other screens,1889388,0,132.0
Lancaster,OH,39.725228,-82.605246,Exempt — other screens,489000,0,164.0
Lima,OH,40.740679,-84.112091,Exempt — other screens,1009995,0,148.0
Lorain,OH,41.438805,-82.179722,Exempt — other screens,1303710,0,168.0
Mansfield,OH,40.76672,-82.53082,Exempt — recent disaster,858204,0,425.0
Marietta,OH,39.423166,-81.446426,Exempt — other screens,369588,0,5.0
Massillon,OH,40.784483,-81.525216,Exempt — other screens,646321,0,246.0
Mentor,OH,41.690159,-81.33588,Exempt — other screens,160804,0,259.0
Middletown,OH,39.502952,-84.364893,Exempt — other screens,695797,0,461.0
Montgomery County,OH,39.753736,-84.290591,Exempt — other screens,2021803,0,-49.0
Newark,OH,40.071503,-82.424221,Exempt — recent disaster,745133,0,-481.0
Parma,OH,41.383569,-81.728641,Exempt — other screens,949665,0,-321.0
Sandusky,OH,41.455885,-82.714436,Exempt — other screens,699040,0,-140.0
Springfield,OH,39.928908,-83.794241,Exempt — other screens,1740154,0,-249.0
Stark County,OH,40.814131,-81.365667,Exempt — other screens,1396925,0,778.0
Steubenville,OH,40.36631,-80.657061,Exempt — other screens,594903,0,-381.0
Summit County,OH,41.121847,-81.534928,Exempt — other screens,915818,0,685.0
Toledo,OH,41.664071,-83.581861,Exempt — other screens,7046960,0,-467.0
Warren,OH,41.239564,-80.816015,Exempt — other screens,1146337,0,-59.0
Warren County,OH,39.425663,-84.16994,Loses funding,872108,-87211,1118.0
Youngstown,OH,41.099095,-80.645902,Exempt — other screens,3266480,0,2.0
Edmond,OK,35.673807,-97.413076,Exempt — recent disaster,499591,0,766.0
Enid,OK,36.406702,-97.869861,Exempt — other screens,480118,0,151.0
Lawton,OK,34.617172,-98.4214,Exempt — recent disaster,738579,0,-56.0
Midwest,OK,35.458752,-97.37457,Exempt — recent disaster,412315,0,196.0
Moore,OK,35.328503,-97.474763,Exempt — recent disaster,354545,0,-406.0
Norman,OK,35.240569,-97.345299,Exempt — recent disaster,984443,0,1049.0
Oklahoma,OK,35.467079,-97.513657,Exempt — recent disaster,5130024,0,3615.0
Shawnee,OK,35.369413,-96.956408,Exempt — recent disaster,337126,0,11.0
Tulsa,OK,36.127949,-95.902316,Exempt — recent disaster,3509486,0,447.0
Tulsa County,OK,36.120318,-95.941813,Exempt — recent disaster,1564805,0,2125.0
Albany,OR,44.626928,-123.096741,Exempt — recent disaster,373063,0,216.0
Ashland,OR,42.192216,-122.69825,Loses funding,173259,-17326,-5.0
Beaverton,OR,45.477998,-122.817037,Loses funding,679728,-67973,-424.0
Bend,OR,44.056683,-121.307991,Loses funding,583169,-58317,1245.0
Clackamas County,OR,45.160493,-122.195127,Exempt — recent disaster,2132803,0,1727.0
Corvallis,OR,44.569949,-123.278285,Exempt — recent disaster,581812,0,-156.0
Eugene,OR,44.056848,-123.119019,Exempt — recent disaster,1483454,0,1302.0
Grants Pass,OR,42.432313,-123.331772,Loses funding,351555,-35156,133.0
Gresham,OR,45.502319,-122.441609,Exempt — recent disaster,943169,0,-228.0
Hillsboro,OR,45.526798,-122.935395,Loses funding,681847,-68185,981.0
Marion County,OR,44.900898,-122.57626,Loses funding,1420109,-142011,738.0
Medford,OR,42.336006,-122.851762,Loses funding,615563,-61556,194.0
Multnomah County,OR,45.547711,-122.417363,Exempt — recent disaster,333210,0,86.0
Portland,OR,45.536951,-122.649971,Exempt — recent disaster,8345073,0,3606.0
Redmond,OR,44.260694,-121.182425,Gains funding,219123,66500,568.0
Salem,OR,44.9239,-123.023007,Gains funding,1469203,132415,1131.0
Springfield,OR,44.053694,-122.980936,Exempt — recent disaster,554348,0,420.0
Washington County,OR,45.553542,-123.097615,Loses funding,2013429,-201343,2293.0
Abington,PA,40.113585,-75.114238,Exempt — other screens,715339,0,-73.0
Allegheny County,PA,40.469757,-79.980451,Exempt — other screens,13140833,0,2256.0
Allentown,PA,40.593648,-75.478393,Exempt — other screens,2401678,0,291.0
Altoona,PA,40.508052,-78.401114,Exempt — other screens,1536368,0,312.0
Beaver County,PA,40.68414,-80.350721,Exempt — other screens,3190637,0,127.0
Bensalem Township,PA,40.106196,-74.943689,Gains funding,426178,0,-284.0
Berks County,PA,40.413957,-75.92686,Exempt — other screens,2240548,0,442.0
Berwick Borough,PA,41.05499,-76.25101,Exempt — other screens,277447,0,35.0
Bethlehem,PA,40.626424,-75.367898,Exempt — other screens,1418306,0,156.0
Bloomsburg,PA,41.002717,-76.45658,Exempt — other screens,204315,0,55.0
Bristol Township,PA,40.102767,-74.852347,Exempt — other screens,626184,0,-104.0
Bucks County,PA,40.336887,-75.10706,Loses funding,2095451,-209545,1345.0
Carlisle,PA,40.199994,-77.204149,Exempt — other screens,341040,0,586.0
Chambersburg,PA,39.931433,-77.655642,Exempt — other screens,291250,0,224.0
Chester,PA,39.845558,-75.371882,Exempt — other screens,1234711,0,84.0
Chester County,PA,39.974029,-75.749751,Gains funding,2477719,206175,1761.0
Cumberland County,PA,40.164805,-77.263442,Exempt — other screens,1260456,0,427.0
Dauphin County,PA,40.412565,-76.792634,Exempt — other screens,1406426,0,935.0
Delaware County,PA,39.916685,-75.398818,Exempt — other screens,3604201,0,419.0
Erie,PA,42.116594,-80.073503,Exempt — other screens,2775245,0,304.0
Harrisburg,PA,40.275891,-76.88502,Exempt — other screens,1806820,0,-366.0
Haverford,PA,39.986738,-75.316394,Gains funding,803312,0,-35.0
Hazleton,PA,40.95047,-75.972509,Exempt — other screens,658424,0,-114.0
Johnstown,PA,40.326132,-78.919139,Exempt — recent disaster,1166725,0,-146.0
Lancaster,PA,40.042061,-76.30099,Exempt — other screens,1413647,0,764.0
Lancaster County,PA,40.041992,-76.250198,Exempt — other screens,2820083,0,1361.0
Lebanon,PA,40.341193,-76.422735,Exempt — other screens,695929,0,34.0
Lehigh County,PA,40.614241,-75.590627,Exempt — other screens,1274277,0,508.0
Lower Merion,PA,40.029906,-75.278969,Loses funding,966616,-96662,52.0
Lower Paxton Township,PA,40.317211,-76.802089,Exempt — other screens,261844,0,78.0
Luzerne County,PA,41.173078,-75.976053,Exempt — other screens,3941081,0,735.0
Mckeesport,PA,40.341877,-79.845007,Exempt — other screens,945414,0,-128.0
Millcreek Township,PA,40.437031,-77.930955,Exempt — other screens,234533,0,13.0
Montgomery County,PA,40.209999,-75.370201,Gains funding,3373117,206292,1762.0
Norristown,PA,40.122076,-75.33987,Loses funding,736318,-73632,-475.0
Northampton County,PA,40.752791,-75.307447,Exempt — other screens,2250595,0,592.0
Penn Hills,PA,40.478174,-79.829101,Exempt — other screens,707778,0,-74.0
Philadelphia,PA,40.009376,-75.133346,Exempt — other screens,44267048,0,8545.0
Pittsburgh,PA,40.439936,-79.975676,Exempt — other screens,12852093,0,2241.0
Reading,PA,40.33922,-75.926277,Exempt — other screens,2462848,0,-257.0
Scranton,PA,41.404178,-75.665908,Exempt — other screens,2619353,0,-111.0
Sharon,PA,41.233978,-80.49982,Exempt — other screens,539294,0,-18.0
State College,PA,40.791039,-77.856813,Exempt — other screens,477508,0,113.0
Upper Darby,PA,39.949012,-75.289116,Exempt — other screens,1685303,0,-143.0
Washington County,PA,40.200005,-80.252132,Exempt — other screens,3425458,0,447.0
Westmoreland Co,PA,40.311068,-79.466688,Exempt — other screens,3962299,0,341.0
Wilkes-Barre,PA,41.246561,-75.875689,Exempt — other screens,1400226,0,-212.0
Williamsport,PA,41.240019,-77.035591,Exempt — recent disaster,1002670,0,-30.0
York,PA,39.964798,-76.73184,Exempt — other screens,1347184,0,198.0
York County,PA,39.921751,-76.728889,Exempt — other screens,2263829,0,1051.0
Cranston,RI,41.769734,-71.485049,Exempt — recent disaster,1085975,0,101.0
East Providence,RI,41.800433,-71.359258,Exempt — recent disaster,772761,0,152.0
Pawtucket,RI,41.874824,-71.373323,Exempt — recent disaster,1776064,0,-544.0
Providence,RI,41.823056,-71.418784,Exempt — recent disaster,5227138,0,148.0
Warwick,RI,41.703085,-71.42031,Exempt — recent disaster,948131,0,-242.0
Woonsocket,RI,42.001708,-71.499947,Exempt — recent disaster,1050583,0,-7.0
Aiken,SC,33.531594,-81.725073,Exempt — recent disaster,207674,0,662.0
Anderson,SC,34.521487,-82.643517,Exempt — recent disaster,555496,0,404.0
Berkeley County,SC,33.2077,-79.953655,Exempt — recent disaster,1264084,0,2846.0
Charleston,SC,32.828017,-79.972896,Exempt — recent disaster,934538,0,1591.0
Charleston County,SC,32.800458,-79.94248,Exempt — recent disaster,1761701,0,1885.0
Columbia,SC,34.040519,-80.906099,Exempt — recent disaster,1137467,0,1453.0
Florence,SC,34.178923,-79.792217,Exempt — recent disaster,344189,0,-134.0
Greenville,SC,34.836902,-82.362997,Exempt — recent disaster,678608,0,828.0
Greenville County,SC,34.892645,-82.372077,Exempt — recent disaster,2849153,0,5006.0
Hilton Head Island,SC,32.190307,-80.738434,Exempt — recent disaster,210564,0,-153.0
Horry County,SC,33.909269,-78.976675,Exempt — recent disaster,1892350,0,5288.0
Lexington County,SC,33.892309,-81.272974,Exempt — recent disaster,1850758,0,2035.0
Richland County,SC,34.029095,-80.898037,Exempt — recent disaster,1755995,0,800.0
Rock Hill,SC,34.938216,-81.019177,Exempt — recent disaster,478911,0,321.0
Spartanburg,SC,34.945627,-81.925944,Exempt — recent disaster,637479,0,-128.0
Spartanburg County,SC,34.932014,-81.991624,Exempt — recent disaster,1661440,0,2302.0
Summerville,SC,33.005836,-80.179306,Exempt — recent disaster,286717,0,577.0
Sumter,SC,33.940848,-80.395543,Exempt — recent disaster,333755,0,-3.0
Rapid,SD,44.071071,-103.217924,Exempt — other screens,491823,0,826.0
Sioux Falls,SD,43.540696,-96.731962,Exempt — recent disaster,1096917,0,3150.0
Bristol,TN,36.558549,-82.217001,Exempt — recent disaster,213209,0,111.0
Chattanooga,TN,35.065958,-85.248386,Exempt — recent disaster,1541191,0,832.0
Clarksville,TN,36.56643,-87.345216,Exempt — recent disaster,1149342,0,2710.0
Cleveland,TN,35.180044,-84.871288,Exempt — recent disaster,360274,0,552.0
Franklin,TN,35.914025,-86.852161,Exempt — recent disaster,364925,0,1268.0
Gallatin,TN,36.381524,-86.467021,Exempt — recent disaster,330736,0,1248.0
Jackson,TN,35.65417,-88.835335,Exempt — recent disaster,616212,0,65.0
Johnson,TN,36.342325,-82.380915,Exempt — recent disaster,620977,0,274.0
Kingsport,TN,36.51937,-82.543393,Exempt — recent disaster,457885,0,317.0
Knox County,TN,35.992726,-83.937721,Exempt — recent disaster,1164604,0,2342.0
Knoxville,TN,35.97068,-83.94927,Exempt — recent disaster,1636277,0,1556.0
Memphis,TN,35.109164,-89.968511,Exempt — recent disaster,6037192,0,-2403.0
Morristown,TN,36.204351,-83.300032,Exempt — recent disaster,337032,0,-308.0
Murfreesboro,TN,35.853915,-86.421224,Exempt — recent disaster,1002524,0,1903.0
Nashville-Davidson,TN,36.169129,-86.78479,Exempt — recent disaster,5431624,0,12087.0
Oak Ridge,TN,35.966483,-84.290549,Exempt — recent disaster,211245,0,370.0
Shelby County,TN,35.184553,-89.894612,Exempt — recent disaster,1216018,0,3592.0
Smyrna,TN,35.969019,-86.528617,Exempt — recent disaster,412974,0,288.0
Spring Hill,TN,35.746621,-86.916833,Exempt — recent disaster,186017,0,495.0
Abilene,TX,32.454514,-99.738147,Exempt — recent disaster,912242,0,427.0
Allen,TX,33.109736,-96.673032,Exempt — recent disaster,496598,0,1147.0
Amarillo,TX,35.198064,-101.833107,Exempt — other screens,1603518,0,794.0
Arlington,TX,32.700708,-97.124691,Exempt — other screens,3096788,0,2618.0
Austin,TX,30.298622,-97.754134,Exempt — recent disaster,7321442,0,16643.0
Baytown,TX,29.76478,-94.967457,Exempt — recent disaster,793686,0,260.0
Beaumont,TX,30.084912,-94.14533,Exempt — recent disaster,1352666,0,-3.0
Bexar County,TX,29.448671,-98.520147,Exempt — other screens,3160136,0,3704.0
Brazoria County,TX,29.167817,-95.434647,Exempt — recent disaster,1427334,0,2472.0
Brownsville,TX,25.995689,-97.450848,Exempt — recent disaster,2564396,0,1128.0
Bryan,TX,30.666016,-96.381049,Exempt — recent disaster,919611,0,993.0
Carrollton,TX,32.989386,-96.89994,Exempt — recent disaster,755813,0,808.0
College Station,TX,30.58516,-96.29636,Exempt — recent disaster,1229672,0,764.0
Conroe,TX,30.328717,-95.4846,Exempt — recent disaster,721877,0,2212.0
Corpus Christi,TX,27.754252,-97.173385,Exempt — recent disaster,2646956,0,1298.0
Dallas,TX,32.793333,-96.766513,Exempt — recent disaster,12944689,0,5594.0
Dallas County,TX,32.766987,-96.778424,Exempt — recent disaster,2229181,0,656.0
Denison,TX,33.766936,-96.580667,Exempt — other screens,277743,0,244.0
Denton,TX,33.217449,-97.141346,Exempt — recent disaster,1049336,0,2707.0
Desoto,TX,32.599349,-96.862941,Exempt — recent disaster,271460,0,-303.0
Eagle Pass,TX,28.712803,-100.484812,Exempt — other screens,358487,0,-123.0
Edinburg,TX,26.318285,-98.153449,Exempt — recent disaster,1259616,0,1135.0
El Paso,TX,31.84778,-106.431106,Exempt — other screens,6441184,0,2421.0
Flower Mound Town,TX,33.037891,-97.113381,Exempt — recent disaster,273152,0,310.0
Fort Bend County,TX,29.526602,-95.771015,Exempt — recent disaster,3663792,0,10892.0
Fort Worth,TX,32.781954,-97.348573,Exempt — recent disaster,7116438,0,8719.0
Frisco,TX,33.155427,-96.822596,Exempt — recent disaster,774444,0,2566.0
Galveston,TX,29.186328,-94.965758,Exempt — recent disaster,1155999,0,855.0
Garland,TX,32.909826,-96.630334,Exempt — recent disaster,1983303,0,1262.0
Grand Prairie,TX,32.686108,-97.020804,Exempt — recent disaster,1544048,0,1446.0
Harlingen,TX,26.191204,-97.697383,Exempt — recent disaster,952807,0,108.0
Harris County,TX,29.857273,-95.393037,Exempt — recent disaster,15794784,0,16061.0
Hidalgo County,TX,26.396384,-98.18099,Exempt — recent disaster,7417209,0,2920.0
Houston,TX,29.785743,-95.388806,Exempt — recent disaster,25534560,0,17464.0
Irving,TX,32.857748,-96.970022,Exempt — recent disaster,2225694,0,1200.0
Killeen,TX,31.077669,-97.731952,Exempt — recent disaster,1350070,0,-16.0
Kyle,TX,29.994118,-97.883322,Exempt — recent disaster,277869,0,1993.0
Laredo,TX,27.560379,-99.489181,Exempt — recent disaster,2859543,0,1701.0
League,TX,29.490064,-95.109093,Exempt — recent disaster,451655,0,662.0
Lewisville,TX,33.050725,-96.974623,Exempt — recent disaster,847606,0,1328.0
Longview,TX,32.520234,-94.761114,Exempt — recent disaster,654682,0,353.0
Lubbock,TX,33.561901,-101.888883,Exempt — other screens,2215657,0,2570.0
Marshall,TX,32.539159,-94.353173,Exempt — recent disaster,304234,0,253.0
Mc Allen,TX,26.224966,-98.246083,Exempt — recent disaster,1608590,0,924.0
McKinney,TX,33.201125,-96.664161,Exempt — recent disaster,907326,0,3181.0
